step,domain,patched_train_loss,baseline_train_loss,delta_vs_baseline
4273,wiki,3.2978720664978027,3.667414665222168,0.36954259872436523
4274,news,3.142003297805786,3.3870506286621094,0.24504733085632324
4275,reviews,3.1481716632843018,3.2307350635528564,0.08256340026855469
4276,paper,1.327122449874878,3.3847522735595703,2.0576298236846924
4277,code,0.6481676697731018,0.9366399645805359,0.2884722948074341
4278,math,1.39799964427948,1.7912745475769043,0.3932749032974243
4279,wiki,3.3626670837402344,3.456543207168579,0.09387612342834473
4280,news,2.882456064224243,3.067321538925171,0.18486547470092773
4281,reviews,3.672271251678467,3.819955825805664,0.14768457412719727
4282,paper,1.5632269382476807,3.354214906692505,1.7909879684448242
4283,code,0.9851953983306885,1.7889093160629272,0.8037139177322388
4284,math,1.036348819732666,1.511263370513916,0.47491455078125
4285,wiki,3.345832347869873,4.066082954406738,0.7202506065368652
4286,news,3.6172144412994385,4.141564846038818,0.5243504047393799
4287,reviews,3.1812267303466797,3.3049874305725098,0.12376070022583008
4288,paper,2.505159616470337,4.479924201965332,1.9747645854949951
4289,code,1.3635263442993164,1.859603762626648,0.49607741832733154
4290,math,0.9908033013343811,1.2240382432937622,0.2332349419593811
4291,wiki,2.247361898422241,2.6446950435638428,0.39733314514160156
4292,news,3.6953020095825195,4.11431360244751,0.41901159286499023
4293,reviews,3.534029722213745,3.664175033569336,0.13014531135559082
4294,paper,2.2210745811462402,3.753263235092163,1.5321886539459229
4295,code,0.9210221767425537,1.2199267148971558,0.29890453815460205
4296,math,1.3701578378677368,2.0165679454803467,0.6464101076126099
4297,wiki,2.5101640224456787,2.600569486618042,0.09040546417236328
4298,news,3.220137357711792,3.602688789367676,0.3825514316558838
4299,reviews,3.2503464221954346,3.374861001968384,0.12451457977294922
4300,paper,1.7198001146316528,3.523585081100464,1.803784966468811
4301,code,1.083785891532898,1.7030353546142578,0.6192494630813599
4302,math,1.054486870765686,1.3246368169784546,0.27014994621276855
4303,wiki,3.111847162246704,3.556257486343384,0.4444103240966797
4304,news,3.188887357711792,3.444387674331665,0.25550031661987305
4305,reviews,3.0818979740142822,3.322986364364624,0.2410883903503418
4306,paper,1.3784122467041016,3.8532211780548096,2.474808931350708
4307,code,1.2504795789718628,1.8236602544784546,0.5731806755065918
4308,math,1.1864063739776611,1.6612143516540527,0.4748079776763916
4309,wiki,2.2990987300872803,2.690634250640869,0.39153552055358887
4310,news,4.6829681396484375,4.985536098480225,0.3025679588317871
4311,reviews,3.5975348949432373,3.7336416244506836,0.1361067295074463
4312,paper,1.1274421215057373,3.76080584526062,2.633363723754883
4313,code,0.8927457332611084,1.0153056383132935,0.12255990505218506
4314,math,1.3955285549163818,1.8197181224822998,0.42418956756591797
4315,wiki,2.6486308574676514,2.909759044647217,0.26112818717956543
4316,news,3.892232894897461,4.065555572509766,0.1733226776123047
4317,reviews,3.9562230110168457,4.072131633758545,0.11590862274169922
4318,paper,1.301861047744751,3.6604812145233154,2.3586201667785645
4319,code,2.2387022972106934,2.7007455825805664,0.46204328536987305
4320,math,1.8866325616836548,2.5159196853637695,0.6292871236801147
4321,wiki,3.070432424545288,3.379554033279419,0.30912160873413086
4322,news,4.719144821166992,4.991419792175293,0.2722749710083008
4323,reviews,4.521975994110107,4.661048412322998,0.13907241821289062
4324,paper,2.257420301437378,3.129559278488159,0.8721389770507812
4325,code,1.4360921382904053,1.9993016719818115,0.5632095336914062
4326,math,1.4892789125442505,1.8858238458633423,0.3965449333190918
4327,wiki,3.7213220596313477,4.1483964920043945,0.4270744323730469
4328,news,3.8250131607055664,4.055413722991943,0.23040056228637695
4329,reviews,4.469641208648682,4.601457595825195,0.13181638717651367
4330,paper,2.4151201248168945,5.270807266235352,2.855687141418457
4331,code,1.2218478918075562,1.575579047203064,0.3537311553955078
4332,math,1.707991600036621,2.191229820251465,0.48323822021484375
4333,wiki,3.32486891746521,3.398423671722412,0.07355475425720215
4334,news,3.3437764644622803,3.5447278022766113,0.20095133781433105
4335,reviews,4.128725528717041,4.229226589202881,0.10050106048583984
4336,paper,2.386796236038208,4.438389301300049,2.051593065261841
4337,code,1.237151026725769,1.4194049835205078,0.18225395679473877
4338,math,1.2889822721481323,1.7183409929275513,0.42935872077941895
4339,wiki,3.7066049575805664,4.043710708618164,0.33710575103759766
4340,news,4.013514041900635,4.143030643463135,0.1295166015625
4341,reviews,4.22269868850708,4.285048961639404,0.06235027313232422
4342,paper,2.4029457569122314,3.9608097076416016,1.5578639507293701
4343,code,0.8802040815353394,1.5443145036697388,0.6641104221343994
4344,math,1.283396601676941,1.580512523651123,0.29711592197418213
4345,wiki,3.5698564052581787,3.6645514965057373,0.0946950912475586
4346,news,4.006928443908691,4.251615524291992,0.24468708038330078
4347,reviews,3.281322717666626,3.3666415214538574,0.08531880378723145
4348,paper,2.6338963508605957,4.474099636077881,1.8402032852172852
4349,code,0.8569931983947754,1.3818892240524292,0.5248960256576538
4350,math,1.958452820777893,2.6236727237701416,0.6652199029922485
4351,wiki,3.644908905029297,3.893543004989624,0.24863409996032715
4352,news,3.833404541015625,4.105445861816406,0.27204132080078125
4353,reviews,3.9675467014312744,4.027790069580078,0.06024336814880371
4354,paper,2.6976571083068848,4.888067245483398,2.1904101371765137
4355,code,1.217344045639038,1.4465091228485107,0.22916507720947266
4356,math,1.5404014587402344,1.7195775508880615,0.17917609214782715
4357,wiki,3.1135666370391846,3.4409611225128174,0.3273944854736328
4358,news,4.165276050567627,4.437834739685059,0.27255868911743164
4359,reviews,3.9926459789276123,4.137710094451904,0.145064115524292
4360,paper,2.3054957389831543,5.229675769805908,2.924180030822754
4361,code,0.9330589771270752,1.4801632165908813,0.5471042394638062
4362,math,1.4665555953979492,1.9256948232650757,0.45913922786712646
4363,wiki,2.79084849357605,3.0456106662750244,0.2547621726989746
4364,news,4.28106164932251,4.625561237335205,0.3444995880126953
4365,reviews,4.326201915740967,4.4378342628479,0.1116323471069336
4366,paper,2.0620803833007812,4.414379596710205,2.352299213409424
4367,code,1.4365934133529663,2.1607632637023926,0.7241698503494263
4368,math,1.1429201364517212,1.6139105558395386,0.4709904193878174
4369,wiki,2.9817259311676025,3.1816842555999756,0.19995832443237305
4370,news,4.187624931335449,4.467216968536377,0.27959203720092773
4371,reviews,3.9087750911712646,3.9937639236450195,0.08498883247375488
4372,paper,1.5206005573272705,3.5471749305725098,2.0265743732452393
4373,code,1.4132031202316284,1.5857349634170532,0.1725318431854248
4374,math,1.50294029712677,1.780253291130066,0.2773129940032959
4375,wiki,3.4837512969970703,3.6371564865112305,0.15340518951416016
4376,news,3.704202175140381,3.9369654655456543,0.23276329040527344
4377,reviews,4.145723819732666,4.272010326385498,0.12628650665283203
4378,paper,2.4936811923980713,4.361802101135254,1.8681209087371826
4379,code,1.3730411529541016,2.0209381580352783,0.6478970050811768
4380,math,1.6135529279708862,2.1335608959198,0.5200079679489136
4381,wiki,3.1002745628356934,4.00414514541626,0.9038705825805664
4382,news,3.3939826488494873,3.789173126220703,0.3951904773712158
4383,reviews,3.995326042175293,4.07679557800293,0.08146953582763672
4384,paper,2.364056348800659,4.427338600158691,2.0632822513580322
4385,code,0.8141705393791199,1.0644819736480713,0.2503114342689514
4386,math,1.6237807273864746,2.138627290725708,0.5148465633392334
4387,wiki,2.195620059967041,2.454432725906372,0.25881266593933105
4388,news,3.107008457183838,3.4764437675476074,0.36943531036376953
4389,reviews,4.630977153778076,4.703857898712158,0.07288074493408203
4390,paper,2.472574234008789,3.7695224285125732,1.2969481945037842
4391,code,1.015376091003418,1.577951431274414,0.5625753402709961
4392,math,1.5722237825393677,1.8356726169586182,0.2634488344192505
4393,wiki,2.989011764526367,3.3147521018981934,0.32574033737182617
4394,news,3.1951544284820557,3.522733449935913,0.3275790214538574
4395,reviews,3.7435243129730225,3.867779493331909,0.12425518035888672
4396,paper,2.3469974994659424,4.22328519821167,1.8762876987457275
4397,code,1.4608632326126099,1.760624647140503,0.29976141452789307
4398,math,1.6364116668701172,2.1052212715148926,0.4688096046447754
4399,wiki,3.2377395629882812,3.68015456199646,0.4424149990081787
4400,news,3.058358669281006,3.4868810176849365,0.42852234840393066
4401,reviews,3.8169946670532227,3.886197328567505,0.06920266151428223
4402,paper,1.8244807720184326,3.570380687713623,1.7458999156951904
4403,code,1.6389936208724976,2.3228888511657715,0.6838952302932739
4404,math,0.9800518155097961,1.3385370969772339,0.35848528146743774
4405,wiki,3.6004385948181152,3.9319844245910645,0.3315458297729492
4406,news,3.3156068325042725,3.7414588928222656,0.42585206031799316
4407,reviews,3.3712329864501953,3.466792345046997,0.09555935859680176
4408,paper,1.814415693283081,3.5520429611206055,1.7376272678375244
4409,code,2.0438649654388428,2.6297121047973633,0.5858471393585205
4410,math,1.3170562982559204,1.9439595937728882,0.6269032955169678
4411,wiki,2.65887451171875,3.357501268386841,0.6986267566680908
4412,news,3.0784857273101807,3.538081169128418,0.4595954418182373
4413,reviews,3.8760910034179688,4.115235328674316,0.23914432525634766
4414,paper,1.7163642644882202,3.7729263305664062,2.056562066078186
4415,code,1.9399505853652954,2.636470079421997,0.6965194940567017
4416,math,1.1214916706085205,1.5917853116989136,0.47029364109039307
4417,wiki,2.858194589614868,3.3026540279388428,0.4444594383239746
4418,news,3.332563877105713,3.705000638961792,0.3724367618560791
4419,reviews,3.443567991256714,3.6118078231811523,0.16823983192443848
4420,paper,2.2794275283813477,4.314138412475586,2.0347108840942383
4421,code,0.9936488270759583,1.2938348054885864,0.3001859784126282
4422,math,1.1955915689468384,1.7011815309524536,0.5055899620056152
4423,wiki,2.614558696746826,3.146454095840454,0.5318953990936279
4424,news,4.0667033195495605,4.4661431312561035,0.39943981170654297
4425,reviews,3.143808364868164,3.3165273666381836,0.17271900177001953
4426,paper,2.7565627098083496,5.113653182983398,2.357090473175049
4427,code,0.899898886680603,1.2547415494918823,0.3548426628112793
4428,math,1.0727931261062622,1.6934338808059692,0.620640754699707
4429,wiki,2.2649412155151367,3.2078781127929688,0.942936897277832
4430,news,3.372739791870117,3.9052417278289795,0.5325019359588623
4431,reviews,3.6889753341674805,3.750878095626831,0.061902761459350586
4432,paper,1.9482452869415283,3.994805097579956,2.0465598106384277
4433,code,1.364375114440918,1.8499740362167358,0.48559892177581787
4434,math,1.1036113500595093,1.6479637622833252,0.5443524122238159
4435,wiki,2.916581869125366,3.2601068019866943,0.3435249328613281
4436,news,4.102562427520752,4.527225494384766,0.42466306686401367
4437,reviews,3.405097484588623,3.4403200149536133,0.035222530364990234
4438,paper,2.1733238697052,4.631264686584473,2.4579408168792725
4439,code,1.009775996208191,1.5700782537460327,0.5603022575378418
4440,math,1.161773920059204,1.4742554426193237,0.31248152256011963
4441,wiki,2.7284200191497803,2.8010387420654297,0.07261872291564941
4442,news,3.805036783218384,4.3347249031066895,0.5296881198883057
4443,reviews,3.5909857749938965,3.6759908199310303,0.08500504493713379
4444,paper,1.810795545578003,3.404813051223755,1.594017505645752
4445,code,1.1929287910461426,1.5496925115585327,0.35676372051239014
4446,math,1.1240904331207275,1.3017897605895996,0.17769932746887207
4447,wiki,2.711273431777954,3.824554920196533,1.113281488418579
4448,news,3.99495792388916,4.169610977172852,0.1746530532836914
4449,reviews,4.104824542999268,4.188942909240723,0.08411836624145508
4450,paper,2.2096450328826904,4.0722503662109375,1.862605333328247
4451,code,0.9486455917358398,1.620318055152893,0.6716724634170532
4452,math,1.3916171789169312,1.8493715524673462,0.45775437355041504
4453,wiki,3.4952738285064697,3.9623875617980957,0.467113733291626
4454,news,3.516660690307617,3.681713581085205,0.1650528907775879
4455,reviews,4.10328483581543,4.220012187957764,0.11672735214233398
4456,paper,1.6968269348144531,3.9858593940734863,2.289032459259033
4457,code,0.9994833469390869,1.4578633308410645,0.45837998390197754
4458,math,1.5768660306930542,1.9587064981460571,0.38184046745300293
4459,wiki,3.938243865966797,4.110623359680176,0.1723794937133789
4460,news,3.3859026432037354,3.530959129333496,0.14505648612976074
4461,reviews,4.552199840545654,4.758395671844482,0.20619583129882812
4462,paper,1.894784927368164,3.680987596511841,1.7862026691436768
4463,code,1.6590704917907715,2.305088996887207,0.6460185050964355
4464,math,1.674731731414795,2.196723461151123,0.5219917297363281
4465,wiki,3.7294716835021973,4.328434467315674,0.5989627838134766
4466,news,3.791468381881714,4.115049839019775,0.3235814571380615
4467,reviews,3.7882633209228516,3.838015556335449,0.049752235412597656
4468,paper,2.159327745437622,4.046592712402344,1.8872649669647217
4469,code,1.5414799451828003,2.1957104206085205,0.6542304754257202
4470,math,1.2913517951965332,1.5705444812774658,0.2791926860809326
4471,wiki,3.3479363918304443,3.6135566234588623,0.26562023162841797
4472,news,3.600353240966797,4.021999835968018,0.4216465950012207
4473,reviews,3.9768786430358887,4.114814281463623,0.13793563842773438
4474,paper,2.2492735385894775,4.553090572357178,2.3038170337677
4475,code,0.904491126537323,1.224367618560791,0.319876492023468
4476,math,1.5780822038650513,2.0904767513275146,0.5123945474624634
4477,wiki,3.259385108947754,3.643763303756714,0.38437819480895996
4478,news,3.78822922706604,4.136623382568359,0.34839415550231934
4479,reviews,3.595832586288452,3.6848948001861572,0.08906221389770508
4480,paper,1.5821638107299805,3.9659698009490967,2.383805990219116
4481,code,0.4853135943412781,0.8467738628387451,0.36146026849746704
4482,math,1.7403532266616821,2.148303508758545,0.4079502820968628
4483,wiki,3.6410441398620605,3.836620807647705,0.19557666778564453
4484,news,3.3269729614257812,3.587958335876465,0.2609853744506836
4485,reviews,4.199295520782471,4.295996189117432,0.09670066833496094
4486,paper,1.7401806116104126,3.945328950881958,2.2051483392715454
4487,code,0.9164322018623352,1.280390739440918,0.36395853757858276
4488,math,1.2658218145370483,1.650181531906128,0.3843597173690796
4489,wiki,3.548640251159668,4.255868911743164,0.7072286605834961
4490,news,3.2514777183532715,3.490631580352783,0.23915386199951172
4491,reviews,3.8871986865997314,4.006922245025635,0.11972355842590332
4492,paper,2.67038631439209,4.621999740600586,1.951613426208496
4493,code,0.984338641166687,1.595646619796753,0.6113079786300659
4494,math,1.5710433721542358,2.082078456878662,0.5110350847244263
4495,wiki,3.1765286922454834,3.8995938301086426,0.7230651378631592
4496,news,3.178771495819092,3.4158191680908203,0.23704767227172852
4497,reviews,3.3266947269439697,3.4085006713867188,0.08180594444274902
4498,paper,1.906814694404602,3.810817241668701,1.9040025472640991
4499,code,1.0784331560134888,1.7125383615493774,0.6341052055358887
4500,math,1.5510523319244385,2.01007342338562,0.45902109146118164
4501,wiki,3.699139356613159,4.271461009979248,0.5723216533660889
4502,news,3.7168867588043213,3.976451873779297,0.2595651149749756
4503,reviews,3.196687936782837,3.422002077102661,0.22531414031982422
4504,paper,1.7875524759292603,4.170952320098877,2.3833998441696167
4505,code,1.1659793853759766,1.7633713483810425,0.5973919630050659
4506,math,1.60505211353302,2.225813627243042,0.620761513710022
4507,wiki,3.277926206588745,3.5874593257904053,0.30953311920166016
4508,news,3.61299729347229,4.2291789054870605,0.6161816120147705
4509,reviews,2.938523530960083,3.130497455596924,0.19197392463684082
4510,paper,1.6838538646697998,3.76002836227417,2.07617449760437
4511,code,1.4088517427444458,2.162031412124634,0.753179669380188
4512,math,2.1059281826019287,2.5720295906066895,0.46610140800476074
4513,wiki,4.2857184410095215,4.737163543701172,0.4514451026916504
4514,news,3.222043991088867,3.7994234561920166,0.5773794651031494
4515,reviews,3.9156250953674316,4.051447868347168,0.13582277297973633
4516,paper,2.477724075317383,4.587088108062744,2.1093640327453613
4517,code,0.9662027955055237,1.2637485265731812,0.29754573106765747
4518,math,1.9637364149093628,2.2637758255004883,0.3000394105911255
4519,wiki,3.7492547035217285,4.686673641204834,0.9374189376831055
4520,news,3.2692904472351074,3.6605799198150635,0.39128947257995605
4521,reviews,3.797879695892334,3.8705363273620605,0.07265663146972656
4522,paper,2.062981128692627,4.141315937042236,2.0783348083496094
4523,code,1.890212893486023,2.5376548767089844,0.6474419832229614
4524,math,1.640262246131897,2.1256942749023438,0.4854320287704468
4525,wiki,3.0401360988616943,3.656256914138794,0.6161208152770996
4526,news,3.6614527702331543,4.073128700256348,0.41167593002319336
4527,reviews,3.096113920211792,3.3219990730285645,0.22588515281677246
4528,paper,1.7895621061325073,3.442685127258301,1.6531230211257935
4529,code,2.3025875091552734,2.849921226501465,0.5473337173461914
4530,math,1.5061092376708984,1.99190354347229,0.4857943058013916
4531,wiki,2.550967216491699,2.949420690536499,0.3984534740447998
4532,news,3.358011484146118,3.8091976642608643,0.4511861801147461
4533,reviews,3.5615599155426025,3.614926815032959,0.053366899490356445
4534,paper,1.8478171825408936,4.194967269897461,2.3471500873565674
4535,code,1.5202240943908691,2.04783034324646,0.5276062488555908
4536,math,1.3851791620254517,1.6930993795394897,0.3079202175140381
4537,wiki,3.628262758255005,3.7910408973693848,0.16277813911437988
4538,news,2.676751136779785,2.798384428024292,0.12163329124450684
4539,reviews,3.4849886894226074,3.6029882431030273,0.11799955368041992
4540,paper,2.0958242416381836,4.323800563812256,2.2279763221740723
4541,code,1.952204704284668,2.704657793045044,0.752453088760376
4542,math,1.3713313341140747,1.7846568822860718,0.41332554817199707
4543,wiki,3.070464849472046,3.4243521690368652,0.35388731956481934
4544,news,3.2738254070281982,3.5499496459960938,0.2761242389678955
4545,reviews,3.757100820541382,3.995795965194702,0.2386951446533203
4546,paper,2.9703259468078613,4.878626823425293,1.9083008766174316
4547,code,1.2978665828704834,1.8866863250732422,0.5888197422027588
4548,math,1.6205343008041382,2.005518674850464,0.3849843740463257
4549,wiki,3.0923640727996826,3.919945001602173,0.8275809288024902
4550,news,3.8590586185455322,4.090075492858887,0.2310168743133545
4551,reviews,4.124670505523682,4.148340225219727,0.023669719696044922
4552,paper,2.560875415802002,5.176328182220459,2.615452766418457
4553,code,1.2951438426971436,1.5668853521347046,0.27174150943756104
4554,math,0.9711185693740845,1.4363658428192139,0.4652472734451294
4555,wiki,3.7718896865844727,3.874657392501831,0.1027677059173584
4556,news,3.0435335636138916,3.443714141845703,0.4001805782318115
4557,reviews,3.526913642883301,3.7411134243011475,0.21419978141784668
4558,paper,2.526646614074707,4.412531852722168,1.885885238647461
4559,code,1.3084856271743774,2.031683921813965,0.7231982946395874
4560,math,0.9714853167533875,1.414125680923462,0.44264036417007446
4561,wiki,3.0312697887420654,3.3954081535339355,0.3641383647918701
4562,news,2.8382909297943115,3.238659381866455,0.40036845207214355
4563,reviews,3.2790918350219727,3.421149253845215,0.1420574188232422
4564,paper,2.3718857765197754,2.924497604370117,0.5526118278503418
4565,code,1.4736558198928833,2.1227803230285645,0.6491245031356812
4566,math,2.1108672618865967,2.709449529647827,0.5985822677612305
4567,wiki,2.6273512840270996,3.0232081413269043,0.3958568572998047
4568,news,3.705481767654419,4.073246002197266,0.3677642345428467
4569,reviews,4.015358924865723,4.240902423858643,0.22554349899291992
4570,paper,2.1587588787078857,2.650975227355957,0.4922163486480713
4571,code,0.8666050434112549,1.2544770240783691,0.38787198066711426
4572,math,0.8248367309570312,1.036246657371521,0.21140992641448975
4573,wiki,1.9821712970733643,3.068359375,1.0861880779266357
4574,news,3.6744251251220703,4.111151218414307,0.43672609329223633
4575,reviews,4.278111934661865,4.313510417938232,0.03539848327636719
4576,paper,2.4015512466430664,3.636798858642578,1.2352476119995117
4577,code,0.9298758506774902,1.1200079917907715,0.19013214111328125
4578,math,1.6000714302062988,2.170069932937622,0.5699985027313232
4579,wiki,2.368927001953125,2.889767646789551,0.5208406448364258
4580,news,2.783421754837036,3.323552370071411,0.540130615234375
4581,reviews,4.168393611907959,4.234123229980469,0.06572961807250977
4582,paper,2.378330945968628,4.388517379760742,2.0101864337921143
4583,code,1.1983705759048462,1.8016371726989746,0.6032665967941284
4584,math,1.2796341180801392,1.5943349599838257,0.3147008419036865
4585,wiki,2.6617467403411865,3.812692642211914,1.1509459018707275
4586,news,3.794031858444214,4.432708263397217,0.6386764049530029
4587,reviews,3.2459025382995605,3.3529655933380127,0.10706305503845215
4588,paper,1.7870798110961914,2.7358224391937256,0.9487426280975342
4589,code,1.1440229415893555,1.4804496765136719,0.3364267349243164
4590,math,1.4547333717346191,2.207188367843628,0.7524549961090088
4591,wiki,3.1730594635009766,3.6396710872650146,0.4666116237640381
4592,news,3.508641481399536,3.7853429317474365,0.2767014503479004
4593,reviews,3.4250190258026123,3.528729200363159,0.10371017456054688
4594,paper,1.8595808744430542,2.6373062133789062,0.777725338935852
4595,code,1.1666759252548218,1.8220243453979492,0.6553484201431274
4596,math,2.0359416007995605,2.709801197052002,0.6738595962524414
4597,wiki,2.6258599758148193,3.5259549617767334,0.9000949859619141
4598,news,3.198427677154541,3.6232852935791016,0.42485761642456055
4599,reviews,3.506929397583008,3.689116954803467,0.18218755722045898
4600,paper,2.406127452850342,3.7427661418914795,1.3366386890411377
4601,code,0.8893144130706787,1.1630035638809204,0.2736891508102417
4602,math,1.2733265161514282,1.5888714790344238,0.3155449628829956
4603,wiki,2.223435640335083,2.6096391677856445,0.3862035274505615
4604,news,2.945219039916992,3.2814931869506836,0.3362741470336914
4605,reviews,3.4326047897338867,3.614858627319336,0.18225383758544922
4606,paper,2.712935209274292,4.5365729331970215,1.8236377239227295
4607,code,1.090093731880188,1.6239666938781738,0.5338729619979858
4608,math,1.3455921411514282,1.791359782218933,0.4457676410675049
4609,wiki,2.8260836601257324,3.1529173851013184,0.32683372497558594
4610,news,4.6531453132629395,5.1177825927734375,0.46463727951049805
4611,reviews,2.975285530090332,3.137544631958008,0.16225910186767578
4612,paper,2.312594175338745,4.5896830558776855,2.2770888805389404
4613,code,0.8628808856010437,1.1406735181808472,0.27779263257980347
4614,math,1.6678032875061035,2.2124032974243164,0.5446000099182129
4615,wiki,2.614299774169922,3.439849615097046,0.825549840927124
4616,news,3.361551284790039,3.5504612922668457,0.18891000747680664
4617,reviews,2.925020456314087,3.0547170639038086,0.12969660758972168
4618,paper,2.531048536300659,4.683923244476318,2.152874708175659
4619,code,1.0806245803833008,1.6582704782485962,0.5776458978652954
4620,math,1.2653905153274536,1.8084146976470947,0.5430241823196411
4621,wiki,2.654231548309326,3.188668727874756,0.5344371795654297
4622,news,3.892298698425293,4.225776195526123,0.3334774971008301
4623,reviews,3.1411075592041016,3.2276856899261475,0.0865781307220459
4624,paper,2.701080799102783,5.141180515289307,2.4400997161865234
4625,code,0.9931765794754028,1.4836688041687012,0.49049222469329834
4626,math,1.450958013534546,2.0605051517486572,0.6095471382141113
4627,wiki,3.4245657920837402,3.6390044689178467,0.21443867683410645
4628,news,3.8768694400787354,4.210484027862549,0.3336145877838135
4629,reviews,3.6860311031341553,3.907109260559082,0.22107815742492676
4630,paper,2.5684261322021484,5.272010326385498,2.7035841941833496
4631,code,1.194109320640564,1.1926484107971191,-0.0014609098434448242
4632,math,1.523590326309204,2.00596022605896,0.48236989974975586
4633,wiki,3.118227243423462,3.4760525226593018,0.35782527923583984
4634,news,3.2174787521362305,3.6236438751220703,0.40616512298583984
4635,reviews,2.9375360012054443,2.906243085861206,-0.03129291534423828
4636,paper,1.2169944047927856,3.3847522735595703,2.1677578687667847
4637,code,1.280448079109192,1.5442358255386353,0.26378774642944336
4638,math,1.4615440368652344,1.723727822303772,0.2621837854385376
4639,wiki,2.5667531490325928,3.103682279586792,0.5369291305541992
4640,news,4.693567752838135,4.6188764572143555,-0.0746912956237793
4641,reviews,3.6791493892669678,3.7956655025482178,0.11651611328125
4642,paper,1.4007220268249512,3.354214906692505,1.9534928798675537
4643,code,1.3480870723724365,1.8815428018569946,0.5334557294845581
4644,math,1.6606730222702026,2.2611303329467773,0.6004573106765747
4645,wiki,2.917947769165039,3.176755428314209,0.2588076591491699
4646,news,3.3109495639801025,4.007807731628418,0.6968581676483154
4647,reviews,3.776249408721924,3.8985207080841064,0.12227129936218262
4648,paper,2.429349899291992,4.479924201965332,2.05057430267334
4649,code,1.5839327573776245,2.3405280113220215,0.756595253944397
4650,math,1.6868897676467896,2.3083107471466064,0.6214209794998169
4651,wiki,2.950592279434204,3.4581172466278076,0.5075249671936035
4652,news,3.001638412475586,3.5550315380096436,0.5533931255340576
4653,reviews,2.9465231895446777,3.1412353515625,0.19471216201782227
4654,paper,2.165132761001587,3.753263235092163,1.5881304740905762
4655,code,1.1260664463043213,1.7348359823226929,0.6087695360183716
4656,math,1.6702340841293335,1.894911527633667,0.2246774435043335
4657,wiki,3.0776989459991455,4.105584144592285,1.0278851985931396
4658,news,3.70736026763916,4.245880603790283,0.538520336151123
4659,reviews,3.450314998626709,3.486985206604004,0.03667020797729492
4660,paper,1.6886690855026245,3.523585081100464,1.8349159955978394
4661,code,1.2789779901504517,1.905564785003662,0.6265867948532104
4662,math,1.163528323173523,1.7524522542953491,0.5889239311218262
4663,wiki,3.181316614151001,3.521345376968384,0.3400287628173828
4664,news,3.1014153957366943,3.5037927627563477,0.4023773670196533
4665,reviews,3.289808988571167,3.413945198059082,0.12413620948791504
4666,paper,1.2365003824234009,3.8532211780548096,2.6167207956314087
4667,code,1.7127681970596313,2.5002455711364746,0.7874773740768433
4668,math,1.5950347185134888,2.1430251598358154,0.5479904413223267
4669,wiki,2.616194486618042,3.317284345626831,0.7010898590087891
4670,news,3.637676477432251,3.9384500980377197,0.30077362060546875
4671,reviews,3.746605634689331,3.8390488624572754,0.09244322776794434
4672,paper,1.030981183052063,3.76080584526062,2.729824662208557
4673,code,1.524673581123352,2.2409393787384033,0.7162657976150513
4674,math,0.8292301297187805,1.2482460737228394,0.41901594400405884
4675,wiki,2.9209349155426025,3.3489739894866943,0.4280390739440918
4676,news,3.5028610229492188,3.9283559322357178,0.425494909286499
4677,reviews,3.811223030090332,3.9789011478424072,0.1676781177520752
4678,paper,1.2411034107208252,3.6604812145233154,2.4193778038024902
4679,code,1.2005506753921509,2.0793631076812744,0.8788124322891235
4680,math,1.5890649557113647,1.9443392753601074,0.3552743196487427
4681,wiki,2.8194499015808105,3.1986567974090576,0.37920689582824707
4682,news,3.331146240234375,3.760953903198242,0.4298076629638672
4683,reviews,3.606858253479004,3.737914562225342,0.1310563087463379
4684,paper,2.219958782196045,3.129559278488159,0.9096004962921143
4685,code,1.1010446548461914,1.5224125385284424,0.421367883682251
4686,math,1.0721747875213623,1.4552562236785889,0.38308143615722656
4687,wiki,3.414904832839966,4.252910614013672,0.838005781173706
4688,news,2.8276031017303467,3.361912488937378,0.5343093872070312
4689,reviews,3.909970998764038,3.9507570266723633,0.040786027908325195
4690,paper,2.198934316635132,5.270807266235352,3.0718729496002197
4691,code,1.1219254732131958,1.7262076139450073,0.6042821407318115
4692,math,1.5819207429885864,2.113755702972412,0.5318349599838257
4693,wiki,2.7651970386505127,2.835221529006958,0.07002449035644531
4694,news,3.6646230220794678,4.093912601470947,0.4292895793914795
4695,reviews,4.35508394241333,4.507687091827393,0.1526031494140625
4696,paper,2.157038688659668,4.438389301300049,2.281350612640381
4697,code,0.8115771412849426,1.4173039197921753,0.6057267785072327
4698,math,1.234427571296692,1.61314857006073,0.3787209987640381
4699,wiki,3.4085519313812256,3.988585948944092,0.5800340175628662
4700,news,3.754152297973633,4.119093418121338,0.3649411201477051
4701,reviews,4.004837989807129,4.161841869354248,0.15700387954711914
4702,paper,2.2983274459838867,3.9608097076416016,1.6624822616577148
4703,code,1.3665653467178345,1.8313175439834595,0.464752197265625
4704,math,1.4370489120483398,2.1442620754241943,0.7072131633758545
4705,wiki,2.4892520904541016,4.036920070648193,1.5476679801940918
4706,news,3.422484874725342,3.7533068656921387,0.3308219909667969
4707,reviews,3.0696699619293213,3.2165544033050537,0.14688444137573242
4708,paper,2.5513570308685303,4.474099636077881,1.9227426052093506
4709,code,1.7730088233947754,2.346086263656616,0.5730774402618408
4710,math,1.2852903604507446,1.8726129531860352,0.5873225927352905
4711,wiki,2.368135452270508,3.0470662117004395,0.6789307594299316
